"Код заказа","Клиент","Сотрудник","Дата размещения","Дата назначения","Дата исполнения","Доставка","Стоимость доставки","Получатель","Адрес получателя","Город получателя","Область получателя","Индекс получателя","Страна получателя"
10672,"Berglunds snabbkop","Ясенева, Инна",17-09-1997,01-10-1997,26-09-1997,"Почта","95,75р.","Berglunds snabbkop","Berguvsvagen  8","Лулео",,"S-958 22","Швеция"
10673,"Wilman Kala","Новиков, Павел",18-09-1997,16-10-1997,19-09-1997,"Ространс","22,76р.","Wilman Kala","Keskuskatu 45","Хельсинки",,"21240","Финляндия"
10674,"Island Trading","Воронова, Дарья",18-09-1997,16-10-1997,30-09-1997,"Почта","0,90р.","Island Trading","Garden House
Crowther Way","Cowes","Isle of White","PO31 7PJ","Великобритания"
10675,"Frankenversand","Кротов, Андрей",19-09-1997,17-10-1997,23-09-1997,"Почта","31,85р.","Frankenversand","Berliner Platz 43","Мюнхен",,"80805","Германия"
10676,"Tortuga Restaurante","Новиков, Павел",22-09-1997,20-10-1997,29-09-1997,"Почта","2,01р.","Tortuga Restaurante","Avda. Azteca 123","Мехико",,"05033","Мексика"
10677,"Antonio Moreno Taqueria","Кралев, Петр",22-09-1997,20-10-1997,26-09-1997,"Ространс","4,03р.","Antonio Moreno Taqueria","Mataderos  2312","Мехико",,"05023","Мексика"
10678,"Save-a-lot Markets","Кралев, Петр",23-09-1997,21-10-1997,16-10-1997,"Иное","388,98р.","Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10679,"Blondel pere et fils","Крылова, Анна",23-09-1997,21-10-1997,30-09-1997,"Почта","27,94р.","Blondel pere et fils","24, place Kleber","Страсбург",,"67000","Франция"
10680,"Old World Delicatessen","Белова, Мария",24-09-1997,22-10-1997,26-09-1997,"Ространс","26,61р.","Old World Delicatessen","2743 Bering St.","Анкоридж","AK","99508","США"
10681,"Great Lakes Food Market","Бабкина, Ольга",25-09-1997,23-10-1997,30-09-1997,"Иное","76,13р.","Great Lakes Food Market","2732 Baker Blvd.","Юджин","OR","97403","США"
10682,"Antonio Moreno Taqueria","Бабкина, Ольга",25-09-1997,23-10-1997,01-10-1997,"Почта","36,13р.","Antonio Moreno Taqueria","Mataderos  2312","Мехико",,"05023","Мексика"
10683,"Du monde entier","Новиков, Павел",26-09-1997,24-10-1997,01-10-1997,"Ространс","4,40р.","Du monde entier","67, rue des Cinquante Otages","Нант",,"44000","Франция"
10684,"Ottilies Kaseladen","Бабкина, Ольга",26-09-1997,24-10-1997,30-09-1997,"Ространс","145,63р.","Ottilies Kaseladen","Mehrheimerstr. 369","Кельн",,"50739","Германия"
10685,"Gourmet Lanchonetes","Воронова, Дарья",29-09-1997,13-10-1997,03-10-1997,"Почта","33,75р.","Gourmet Lanchonetes","Av. Brasil, 442","Кампинас","SP","04876-786","Бразилия"
10686,"Piccolo und mehr","Новиков, Павел",30-09-1997,28-10-1997,08-10-1997,"Ространс","96,50р.","Piccolo und mehr","Geislweg 14","Зальцбург",,"5020","Австрия"
10687,"Hungry Owl All-Night Grocers","Ясенева, Инна",30-09-1997,28-10-1997,30-10-1997,"Почта","296,43р.","Hungry Owl All-Night Grocers","8 Johnstown Road","Корк","Co. Cork",,"Ирландия"
10688,"Vaffeljernet","Воронова, Дарья",01-10-1997,15-10-1997,07-10-1997,"Почта","299,09р.","Vaffeljernet","Smagsloget 45","Орхус",,"8200","Дания"
10689,"Berglunds snabbkop","Белова, Мария",01-10-1997,29-10-1997,07-10-1997,"Почта","13,42р.","Berglunds snabbkop","Berguvsvagen  8","Лулео",,"S-958 22","Швеция"
10690,"Hanari Carnes","Белова, Мария",02-10-1997,30-10-1997,03-10-1997,"Ространс","15,80р.","Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
10691,"QUICK-Stop","Новиков, Павел",03-10-1997,14-11-1997,22-10-1997,"Почта","810,05р.","QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10692,"Maison Dewey","Крылова, Анна",03-10-1997,31-10-1997,13-10-1997,"Почта","61,75р.","Maison Dewey","Rue Joseph-Bens 532","Брюссель",,"B-1180","Бельгия"
10693,"White Clover Markets","Бабкина, Ольга",06-10-1997,20-10-1997,10-10-1997,"Иное","139,34р.","White Clover Markets","1029 - 12th Ave. S.","Сиэтл","WA","98124","США"
10694,"QUICK-Stop","Крылова, Анна",06-10-1997,03-11-1997,09-10-1997,"Иное","398,36р.","QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10695,"Wilman Kala","Кралев, Петр",07-10-1997,18-11-1997,14-10-1997,"Ространс","16,72р.","Wilman Kala","Keskuskatu 45","Хельсинки",,"21240","Финляндия"
10696,"White Clover Markets","Крылова, Анна",08-10-1997,19-11-1997,14-10-1997,"Иное","102,55р.","White Clover Markets","1029 - 12th Ave. S.","Сиэтл","WA","98124","США"
10697,"LINO-Delicateses","Бабкина, Ольга",08-10-1997,05-11-1997,14-10-1997,"Ространс","45,52р.","LINO-Delicateses","Ave. 5 de Mayo Porlamar","О-в Маргариты","Nueva Esparta","4980","Венесуэлла"
10698,"Ernst Handel","Воронова, Дарья",09-10-1997,06-11-1997,17-10-1997,"Ространс","272,47р.","Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10699,"Morgenstern Gesundkost","Бабкина, Ольга",09-10-1997,06-11-1997,13-10-1997,"Иное","0,58р.","Morgenstern Gesundkost","Heerstr. 22","Лейпциг",,"04179","Германия"
10700,"Save-a-lot Markets","Бабкина, Ольга",10-10-1997,07-11-1997,16-10-1997,"Ространс","65,10р.","Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10701,"Hungry Owl All-Night Grocers","Акбаев, Иван",13-10-1997,27-10-1997,15-10-1997,"Иное","220,31р.","Hungry Owl All-Night Grocers","8 Johnstown Road","Корк","Co. Cork",,"Ирландия"
10702,"Alfreds Futterkiste","Воронова, Дарья",13-10-1997,24-11-1997,21-10-1997,"Ространс","23,94р.","Alfreds Futterkiste","Obere Str. 57","Берлин",,"12209","Германия"
10703,"Folk och fa HB","Акбаев, Иван",14-10-1997,11-11-1997,20-10-1997,"Почта","152,30р.","Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10704,"Queen Cozinha","Акбаев, Иван",14-10-1997,11-11-1997,07-11-1997,"Ространс","4,78р.","Queen Cozinha","Alameda dos Canarios, 891","Сан-Пауло","SP","05487-020","Бразилия"
10705,"HILARION-Abastos","Ясенева, Инна",15-10-1997,12-11-1997,18-11-1997,"Почта","3,52р.","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","Сан-Кристобаль","Tochira","5022","Венесуэлла"
10706,"Old World Delicatessen","Крылова, Анна",16-10-1997,13-11-1997,21-10-1997,"Иное","135,63р.","Old World Delicatessen","2743 Bering St.","Анкоридж","AK","99508","США"
10707,"Around the Horn","Воронова, Дарья",16-10-1997,30-10-1997,23-10-1997,"Иное","21,74р.","Around the Horn","Brook Farm
Stratford St. Mary","Колчестер","Essex","CO7 6JX","Великобритания"
10708,"The Big Cheese","Акбаев, Иван",17-10-1997,28-11-1997,05-11-1997,"Почта","2,96р.","The Big Cheese","89 Jefferson Way
Suite 2","Портленд","OR","97201","США"
10709,"Gourmet Lanchonetes","Белова, Мария",17-10-1997,14-11-1997,20-11-1997,"Иное","210,80р.","Gourmet Lanchonetes","Av. Brasil, 442","Кампинас","SP","04876-786","Бразилия"
10710,"Franchi S.p.A.","Белова, Мария",20-10-1997,17-11-1997,23-10-1997,"Ространс","4,98р.","Franchi S.p.A.","Via Monte Bianco 34","Турин",,"10100","Италия"
10711,"Save-a-lot Markets","Кротов, Андрей",21-10-1997,02-12-1997,29-10-1997,"Почта","52,41р.","Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10712,"Hungry Owl All-Night Grocers","Бабкина, Ольга",21-10-1997,18-11-1997,31-10-1997,"Ространс","89,93р.","Hungry Owl All-Night Grocers","8 Johnstown Road","Корк","Co. Cork",,"Ирландия"
10713,"Save-a-lot Markets","Белова, Мария",22-10-1997,19-11-1997,24-10-1997,"Ространс","167,05р.","Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10714,"Save-a-lot Markets","Кротов, Андрей",22-10-1997,19-11-1997,27-10-1997,"Иное","24,49р.","Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10715,"Bon app'","Бабкина, Ольга",23-10-1997,06-11-1997,29-10-1997,"Ространс","63,20р.","Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
10716,"Rancho grande","Воронова, Дарья",24-10-1997,21-11-1997,27-10-1997,"Почта","22,57р.","Rancho grande","Av. del Libertador 900","Буэнос-Айрес",,"1010","Аргентина"
10717,"Frankenversand","Белова, Мария",24-10-1997,21-11-1997,29-10-1997,"Почта","59,25р.","Frankenversand","Berliner Platz 43","Мюнхен",,"80805","Германия"
10718,"Koniglich Essen","Белова, Мария",27-10-1997,24-11-1997,29-10-1997,"Иное","170,88р.","Koniglich Essen","Maubelstr. 90","Бранденбург",,"14776","Германия"
10719,"Let's Stop N Shop","Крылова, Анна",27-10-1997,24-11-1997,05-11-1997,"Почта","51,44р.","Let's Stop N Shop","87 Polk St.
Suite 5","Сан-Франциско","CA","94117","США"
10720,"Que Delicia","Крылова, Анна",28-10-1997,11-11-1997,05-11-1997,"Почта","9,53р.","Que Delicia","Rua da Panificadora, 12","Рио-де-Жанейро","RJ","02389-673","Бразилия"
10721,"QUICK-Stop","Кротов, Андрей",29-10-1997,26-11-1997,31-10-1997,"Иное","48,92р.","QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10722,"Save-a-lot Markets","Крылова, Анна",29-10-1997,10-12-1997,04-11-1997,"Ространс","74,58р.","Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10723,"White Clover Markets","Бабкина, Ольга",30-10-1997,27-11-1997,25-11-1997,"Ространс","21,72р.","White Clover Markets","1029 - 12th Ave. S.","Сиэтл","WA","98124","США"
10724,"Mere Paillarde","Крылова, Анна",30-10-1997,11-12-1997,05-11-1997,"Почта","57,75р.","Mere Paillarde","43 rue St. Laurent","Монреаль","Quebec","H1J 1C3","Канада"
10725,"Familia Arquibaldo","Воронова, Дарья",31-10-1997,28-11-1997,05-11-1997,"Иное","10,83р.","Familia Arquibaldo","Rua Oros, 92","Сан-Пауло","SP","05442-030","Бразилия"
10726,"Eastern Connection","Воронова, Дарья",03-11-1997,17-11-1997,05-12-1997,"Ространс","16,56р.","Eastern Connection","35 King George","Лондон",,"WX3 6FW","Великобритания"
10727,"Reggiani Caseifici","Новиков, Павел",03-11-1997,01-12-1997,05-12-1997,"Ространс","89,90р.","Reggiani Caseifici","Strada Provinciale 124","Реджио-Эмилио",,"42100","Италия"
10728,"Queen Cozinha","Воронова, Дарья",04-11-1997,02-12-1997,11-11-1997,"Почта","58,33р.","Queen Cozinha","Alameda dos Canarios, 891","Сан-Пауло","SP","05487-020","Бразилия"
10729,"LINO-Delicateses","Крылова, Анна",04-11-1997,16-12-1997,14-11-1997,"Иное","141,06р.","LINO-Delicateses","Ave. 5 de Mayo Porlamar","О-в Маргариты","Nueva Esparta","4980","Венесуэлла"
10730,"Bon app'","Кротов, Андрей",05-11-1997,03-12-1997,14-11-1997,"Ространс","20,12р.","Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
10731,"Chop-suey Chinese","Кралев, Петр",06-11-1997,04-12-1997,14-11-1997,"Ространс","96,65р.","Chop-suey Chinese","Hauptstr. 31","Берн",,"3012","Швейцария"
10732,"Bon app'","Бабкина, Ольга",06-11-1997,04-12-1997,07-11-1997,"Ространс","16,97р.","Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
10733,"Berglunds snabbkop","Белова, Мария",07-11-1997,05-12-1997,10-11-1997,"Иное","110,11р.","Berglunds snabbkop","Berguvsvagen  8","Лулео",,"S-958 22","Швеция"
10734,"Gourmet Lanchonetes","Новиков, Павел",07-11-1997,05-12-1997,12-11-1997,"Иное","1,63р.","Gourmet Lanchonetes","Av. Brasil, 442","Кампинас","SP","04876-786","Бразилия"
10735,"Let's Stop N Shop","Акбаев, Иван",10-11-1997,08-12-1997,21-11-1997,"Почта","45,97р.","Let's Stop N Shop","87 Polk St.
Suite 5","Сан-Франциско","CA","94117","США"
10736,"Hungry Owl All-Night Grocers","Ясенева, Инна",11-11-1997,09-12-1997,21-11-1997,"Почта","44,10р.","Hungry Owl All-Night Grocers","8 Johnstown Road","Корк","Co. Cork",,"Ирландия"
10737,"Vinette bistro","Новиков, Павел",11-11-1997,09-12-1997,18-11-1997,"Почта","7,79р.","Vins et alcools Chevalier","59 rue de l'Abbaye","Реймс",,"51100","Франция"
10738,"Specialites du monde","Новиков, Павел",12-11-1997,10-12-1997,18-11-1997,"Ространс","2,91р.","Specialites du monde","25, rue Lauriston","Париж",,"75016","Франция"
10739,"Vinette bistro","Бабкина, Ольга",12-11-1997,10-12-1997,17-11-1997,"Иное","11,08р.","Vins et alcools Chevalier","59 rue de l'Abbaye","Реймс",,"51100","Франция"
10740,"White Clover Markets","Воронова, Дарья",13-11-1997,11-12-1997,25-11-1997,"Почта","81,88р.","White Clover Markets","1029 - 12th Ave. S.","Сиэтл","WA","98124","США"
10741,"Around the Horn","Воронова, Дарья",14-11-1997,28-11-1997,18-11-1997,"Иное","10,96р.","Around the Horn","Brook Farm
Stratford St. Mary","Колчестер","Essex","CO7 6JX","Великобритания"
10742,"Bottom-Dollar Markets","Бабкина, Ольга",14-11-1997,12-12-1997,18-11-1997,"Иное","243,73р.","Bottom-Dollar Markets","23 Tsawassen Blvd.","Тсавассен","BC","T2F 8M4","Канада"
10743,"Around the Horn","Белова, Мария",17-11-1997,15-12-1997,21-11-1997,"Почта","23,72р.","Around the Horn","Brook Farm
Stratford St. Mary","Колчестер","Essex","CO7 6JX","Великобритания"
10744,"Vaffeljernet","Акбаев, Иван",17-11-1997,15-12-1997,24-11-1997,"Ространс","69,19р.","Vaffeljernet","Smagsloget 45","Орхус",,"8200","Дания"
10745,"QUICK-Stop","Ясенева, Инна",18-11-1997,16-12-1997,27-11-1997,"Ространс","3,52р.","QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10746,"Chop-suey Chinese","Белова, Мария",19-11-1997,17-12-1997,21-11-1997,"Иное","31,43р.","Chop-suey Chinese","Hauptstr. 31","Берн",,"3012","Швейцария"
10747,"Piccolo und mehr","Акбаев, Иван",19-11-1997,17-12-1997,26-11-1997,"Ространс","117,33р.","Piccolo und mehr","Geislweg 14","Зальцбург",,"5020","Австрия"
10748,"Save-a-lot Markets","Бабкина, Ольга",20-11-1997,18-12-1997,28-11-1997,"Ространс","232,55р.","Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10749,"Island Trading","Воронова, Дарья",20-11-1997,18-12-1997,19-12-1997,"Почта","61,53р.","Island Trading","Garden House
Crowther Way","Cowes","Isle of White","PO31 7PJ","Великобритания"
10750,"Wartian Herkku","Ясенева, Инна",21-11-1997,19-12-1997,24-11-1997,"Ространс","79,30р.","Wartian Herkku","Torikatu 38","Оулу",,"90110","Финляндия"
10751,"Richter Supermarkt","Бабкина, Ольга",24-11-1997,22-12-1997,03-12-1997,"Иное","130,79р.","Richter Supermarkt","Starenweg 5","Женева",,"1204","Швейцария"
10752,"North/South","Новиков, Павел",24-11-1997,22-12-1997,28-11-1997,"Иное","1,39р.","North/South","South House
300 Queensbridge","Лондон",,"SW7 1RZ","Великобритания"
10753,"Franchi S.p.A.","Бабкина, Ольга",25-11-1997,23-12-1997,27-11-1997,"Ространс","7,70р.","Franchi S.p.A.","Via Monte Bianco 34","Турин",,"10100","Италия"
10754,"Magazzini Alimentari Riuniti","Акбаев, Иван",25-11-1997,23-12-1997,27-11-1997,"Иное","2,38р.","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Бергамо",,"24100","Италия"
10755,"Bon app'","Воронова, Дарья",26-11-1997,24-12-1997,28-11-1997,"Почта","16,71р.","Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
10756,"Split Rail Beer & Ale","Крылова, Анна",27-11-1997,25-12-1997,02-12-1997,"Почта","73,21р.","Split Rail Beer & Ale","P.O. Box 555","Лендер","WY","82520","США"
10757,"Save-a-lot Markets","Акбаев, Иван",27-11-1997,25-12-1997,15-12-1997,"Ространс","8,19р.","Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10758,"Richter Supermarkt","Бабкина, Ольга",28-11-1997,26-12-1997,04-12-1997,"Иное","138,17р.","Richter Supermarkt","Starenweg 5","Женева",,"1204","Швейцария"
10759,"Ana Trujillo Emparelados","Бабкина, Ольга",28-11-1997,26-12-1997,12-12-1997,"Иное","11,99р.","Ana Trujillo Emparedados y helados","Avda. de la Constitucion 2222","Мехико",,"05021","Мексика"
10760,"Maison Dewey","Воронова, Дарья",01-12-1997,29-12-1997,10-12-1997,"Ространс","155,64р.","Maison Dewey","Rue Joseph-Bens 532","Брюссель",,"B-1180","Бельгия"
10761,"Rattlesnake Canyon Grocery","Кротов, Андрей",02-12-1997,30-12-1997,08-12-1997,"Почта","18,66р.","Rattlesnake Canyon Grocery","2817 Milton Dr.","Альбукерке","NM","87110","США"
10762,"Folk och fa HB","Бабкина, Ольга",02-12-1997,30-12-1997,09-12-1997,"Ространс","328,74р.","Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10763,"Folies gourmandes","Бабкина, Ольга",03-12-1997,31-12-1997,08-12-1997,"Иное","37,35р.","Folies gourmandes","184, chaussee de Tournai","Лилль",,"59000","Франция"
10764,"Ernst Handel","Акбаев, Иван",03-12-1997,31-12-1997,08-12-1997,"Иное","145,45р.","Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10765,"QUICK-Stop","Бабкина, Ольга",04-12-1997,01-01-1998,09-12-1997,"Иное","42,74р.","QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10766,"Ottilies Kaseladen","Воронова, Дарья",05-12-1997,02-01-1998,09-12-1997,"Ространс","157,55р.","Ottilies Kaseladen","Mehrheimerstr. 369","Кельн",,"50739","Германия"
10767,"Supremes delices","Воронова, Дарья",05-12-1997,02-01-1998,15-12-1997,"Иное","1,59р.","Supremes delices","Boulevard Tirou, 255","Шарлеруа",,"B-6000","Бельгия"
10768,"Around the Horn","Бабкина, Ольга",08-12-1997,05-01-1998,15-12-1997,"Почта","146,32р.","Around the Horn","Brook Farm
Stratford St. Mary","Колчестер","Essex","CO7 6JX","Великобритания"
10769,"Vaffeljernet","Бабкина, Ольга",08-12-1997,05-01-1998,12-12-1997,"Ространс","65,06р.","Vaffeljernet","Smagsloget 45","Орхус",,"8200","Дания"
10770,"Hanari Carnes","Крылова, Анна",09-12-1997,06-01-1998,17-12-1997,"Иное","5,32р.","Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
10771,"Ernst Handel","Ясенева, Инна",10-12-1997,07-01-1998,02-01-1998,"Почта","11,19р.","Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10772,"Lehmanns Marktstand","Бабкина, Ольга",10-12-1997,07-01-1998,19-12-1997,"Почта","91,28р.","Lehmanns Marktstand","Magazinweg 7","Франкфурт",,"60528","Германия"
10773,"Ernst Handel","Белова, Мария",11-12-1997,08-01-1998,16-12-1997,"Иное","96,43р.","Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10774,"Folk och fa HB","Воронова, Дарья",11-12-1997,25-12-1997,12-12-1997,"Ространс","48,20р.","Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10775,"The Cracker Box","Кралев, Петр",12-12-1997,09-01-1998,26-12-1997,"Ространс","20,25р.","The Cracker Box","55 Grizzly Peak Rd.","Бут","MT","59801","США"
10776,"Ernst Handel","Белова, Мария",15-12-1997,12-01-1998,18-12-1997,"Иное","351,53р.","Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10777,"Gourmet Lanchonetes","Кралев, Петр",15-12-1997,29-12-1997,21-01-1998,"Почта","3,01р.","Gourmet Lanchonetes","Av. Brasil, 442","Кампинас","SP","04876-786","Бразилия"
10778,"Berglunds snabbkop","Бабкина, Ольга",16-12-1997,13-01-1998,24-12-1997,"Ространс","6,79р.","Berglunds snabbkop","Berguvsvagen  8","Лулео",,"S-958 22","Швеция"
10779,"Morgenstern Gesundkost","Бабкина, Ольга",16-12-1997,13-01-1998,14-01-1998,"Почта","58,13р.","Morgenstern Gesundkost","Heerstr. 22","Лейпциг",,"04179","Германия"
10780,"LILA-Supermercado","Новиков, Павел",16-12-1997,30-12-1997,25-12-1997,"Ространс","42,13р.","LILA-Supermercado","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Баркисимето","Lara","3508","Венесуэлла"
10781,"Wartian Herkku","Новиков, Павел",17-12-1997,14-01-1998,19-12-1997,"Иное","73,16р.","Wartian Herkku","Torikatu 38","Оулу",,"90110","Финляндия"
10782,"Cactus Comidas para llevar","Ясенева, Инна",17-12-1997,14-01-1998,22-12-1997,"Иное","1,10р.","Cactus Comidas para llevar","Cerrito 333","Буэнос-Айрес",,"1010","Аргентина"
10783,"Hanari Carnes","Воронова, Дарья",18-12-1997,15-01-1998,19-12-1997,"Почта","124,98р.","Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
10784,"Magazzini Alimentari Riuniti","Воронова, Дарья",18-12-1997,15-01-1998,22-12-1997,"Иное","70,09р.","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Бергамо",,"24100","Италия"
10785,"GROSELLA-Restaurante","Белова, Мария",18-12-1997,15-01-1998,24-12-1997,"Иное","1,51р.","GROSELLA-Restaurante","5S Ave. Los Palos Grandes","Каракас","DF","1081","Венесуэлла"
10786,"Queen Cozinha","Крылова, Анна",19-12-1997,16-01-1998,23-12-1997,"Ространс","110,87р.","Queen Cozinha","Alameda dos Canarios, 891","Сан-Пауло","SP","05487-020","Бразилия"
10787,"La maison d'Asie","Новиков, Павел",19-12-1997,02-01-1998,26-12-1997,"Ространс","249,93р.","La maison d'Asie","1 rue Alsace-Lorraine","Тулуза",,"31000","Франция"
10788,"QUICK-Stop","Белова, Мария",22-12-1997,19-01-1998,19-01-1998,"Почта","42,70р.","QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10789,"Folies gourmandes","Белова, Мария",22-12-1997,19-01-1998,31-12-1997,"Почта","100,60р.","Folies gourmandes","184, chaussee de Tournai","Лилль",,"59000","Франция"
10790,"Gourmet Lanchonetes","Акбаев, Иван",22-12-1997,19-01-1998,26-12-1997,"Ространс","28,23р.","Gourmet Lanchonetes","Av. Brasil, 442","Кампинас","SP","04876-786","Бразилия"
10791,"Frankenversand","Акбаев, Иван",23-12-1997,20-01-1998,01-01-1998,"Почта","16,85р.","Frankenversand","Berliner Platz 43","Мюнхен",,"80805","Германия"
10792,"Wolski  Zajazd","Белова, Мария",23-12-1997,20-01-1998,31-12-1997,"Иное","23,79р.","Wolski Zajazd","ul. Filtrowa 68","Варшава",,"01-012","Польша"
10793,"Around the Horn","Бабкина, Ольга",24-12-1997,21-01-1998,08-01-1998,"Иное","4,52р.","Around the Horn","Brook Farm
Stratford St. Mary","Колчестер","Essex","CO7 6JX","Великобритания"
10794,"Que Delicia","Акбаев, Иван",24-12-1997,21-01-1998,02-01-1998,"Ространс","21,49р.","Que Delicia","Rua da Panificadora, 12","Рио-де-Жанейро","RJ","02389-673","Бразилия"
10795,"Ernst Handel","Крылова, Анна",24-12-1997,21-01-1998,20-01-1998,"Почта","126,66р.","Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10796,"HILARION-Abastos","Бабкина, Ольга",25-12-1997,22-01-1998,14-01-1998,"Ространс","26,52р.","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","Сан-Кристобаль","Tochira","5022","Венесуэлла"
10797,"Drachenblut Delikatessen","Кралев, Петр",25-12-1997,22-01-1998,05-01-1998,"Почта","33,35р.","Drachenblut Delikatessen","Walserweg 21","Ахен",,"52066","Германия"
10798,"Island Trading","Новиков, Павел",26-12-1997,23-01-1998,05-01-1998,"Ространс","2,33р.","Island Trading","Garden House
Crowther Way","Cowes","Isle of White","PO31 7PJ","Великобритания"
10799,"Koniglich Essen","Ясенева, Инна",26-12-1997,06-02-1998,05-01-1998,"Иное","30,76р.","Koniglich Essen","Maubelstr. 90","Бранденбург",,"14776","Германия"
10800,"Seven Seas Imports","Белова, Мария",26-12-1997,23-01-1998,05-01-1998,"Иное","137,44р.","Seven Seas Imports","90 Wadhurst Rd.","Лондон",,"OX15 4NB","Великобритания"
10801,"Bolido Comidas preparadas","Воронова, Дарья",29-12-1997,26-01-1998,31-12-1997,"Почта","97,09р.","Bolido Comidas preparadas","C/ Araquil, 67","Мадрид",,"28023","Испания"
10802,"Simons bistro","Воронова, Дарья",29-12-1997,26-01-1998,02-01-1998,"Почта","257,26р.","Simons bistro","Vinbaeltet 34","Копенгаген",,"1734","Дания"
10803,"Wellington Importadora","Воронова, Дарья",30-12-1997,27-01-1998,06-01-1998,"Ространс","55,23р.","Wellington Importadora","Rua do Mercado, 12","Ресенде","SP","08737-363","Бразилия"
10804,"Seven Seas Imports","Акбаев, Иван",30-12-1997,27-01-1998,07-01-1998,"Почта","27,33р.","Seven Seas Imports","90 Wadhurst Rd.","Лондон",,"OX15 4NB","Великобритания"
10805,"The Big Cheese","Новиков, Павел",30-12-1997,27-01-1998,09-01-1998,"Иное","237,34р.","The Big Cheese","89 Jefferson Way
Suite 2","Портленд","OR","97201","США"
10806,"Victuailles en stock","Бабкина, Ольга",31-12-1997,28-01-1998,05-01-1998,"Почта","22,11р.","Victuailles en stock","2, rue du Commerce","Лион",,"69004","Франция"
10807,"Franchi S.p.A.","Воронова, Дарья",31-12-1997,28-01-1998,30-01-1998,"Ространс","1,36р.","Franchi S.p.A.","Via Monte Bianco 34","Турин",,"10100","Италия"
10808,"Old World Delicatessen","Новиков, Павел",01-01-1998,29-01-1998,09-01-1998,"Иное","45,53р.","Old World Delicatessen","2743 Bering St.","Анкоридж","AK","99508","США"
10809,"Wellington Importadora","Кралев, Петр",01-01-1998,29-01-1998,07-01-1998,"Ространс","4,87р.","Wellington Importadora","Rua do Mercado, 12","Ресенде","SP","08737-363","Бразилия"
10810,"Laughing Bacchus Wine Cellars","Новиков, Павел",01-01-1998,29-01-1998,07-01-1998,"Иное","4,33р.","Laughing Bacchus Wine Cellars","2319 Elm St.","Ванкувер","BC","V3F 2K1","Канада"
10811,"LINO-Delicateses","Крылова, Анна",02-01-1998,30-01-1998,08-01-1998,"Ространс","31,22р.","LINO-Delicateses","Ave. 5 de Mayo Porlamar","О-в Маргариты","Nueva Esparta","4980","Венесуэлла"
10812,"Reggiani Caseifici","Кротов, Андрей",02-01-1998,30-01-1998,12-01-1998,"Ространс","59,78р.","Reggiani Caseifici","Strada Provinciale 124","Реджио-Эмилио",,"42100","Италия"
10813,"Ricardo Adocicados","Белова, Мария",05-01-1998,02-02-1998,09-01-1998,"Ространс","47,38р.","Ricardo Adocicados","Av. Copacabana, 267","Рио-де-Жанейро","RJ","02389-890","Бразилия"
10814,"Victuailles en stock","Бабкина, Ольга",05-01-1998,02-02-1998,14-01-1998,"Иное","130,94р.","Victuailles en stock","2, rue du Commerce","Лион",,"69004","Франция"
10815,"Save-a-lot Markets","Новиков, Павел",05-01-1998,02-02-1998,14-01-1998,"Иное","14,62р.","Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
